iter	Logloss
197	0.3821704844
198	0.3821159653
199	0.3819547464
200	0.3817828989
201	0.3815692388
202	0.3814794781
203	0.3813578597
204	0.381321267
205	0.3811317797
206	0.3809547475
207	0.3808417322
208	0.3806299135
209	0.3804703611
210	0.3803897607
211	0.3802022633
212	0.3799893452
213	0.3799143925
214	0.3797473405
215	0.3795823244
216	0.3794537966
217	0.379271981
218	0.3791219602
219	0.3789720444
220	0.378841382
221	0.3786481554
222	0.3784513543
223	0.3783123733
224	0.3781794055
225	0.3780679815
226	0.3779514869
227	0.3777937573
228	0.3776074225
229	0.3775013016
230	0.3774923185
231	0.377358159
232	0.3771006493
233	0.3768725768
234	0.3767313349
235	0.3766368813
236	0.3764652903
237	0.3763522298
238	0.3763265314
239	0.3761223566
240	0.3759427601
241	0.3758439766
242	0.375659078
243	0.3755597724
244	0.3754335663
245	0.3752945342
246	0.3750889275
247	0.3749283436
248	0.3748445239
249	0.3747283212
250	0.3745588256
251	0.3743531571
252	0.3741788027
253	0.3740534977
254	0.3739588083
255	0.3737825523
256	0.3736981679
257	0.3735377198
258	0.3733941735
259	0.3733345368
260	0.3732006326
261	0.373081107
262	0.3729738953
263	0.3729245242
264	0.372869033
265	0.3726720685
266	0.3725406465
267	0.3724008959
268	0.3722949062
269	0.3721775466
270	0.3720445156
271	0.3719334505
272	0.3717784843
273	0.3716483115
274	0.3714981486
275	0.3714051206
276	0.3712615006
277	0.3712228246
278	0.3711125487
279	0.371000959
280	0.3707958006
281	0.370591242
282	0.3704304348
283	0.3702851155
284	0.370157802
285	0.3701008236
286	0.3699304268
287	0.3697745911
288	0.3696376578
289	0.3695472892
290	0.3693522754
291	0.3692842238
292	0.3691662943
293	0.3690289919
294	0.3690287761
295	0.3688560344
296	0.3687086476
297	0.3686085543
298	0.368481304
299	0.3684327245
300	0.3682286077
301	0.3680002304
302	0.3678485991
303	0.3677232927
304	0.3676398281
305	0.3675336873
306	0.3674149437
307	0.3672585345
308	0.3671240784
309	0.3669246215
310	0.3668100909
311	0.3666654372
312	0.366507404
313	0.3663790291
314	0.3663024979
315	0.3661898258
316	0.3660339428
317	0.3658941833
318	0.3657636274
319	0.3656480588
320	0.3655057414
321	0.3653199524
322	0.3652334822
323	0.3651511982
324	0.3650024887
325	0.3648775293
326	0.3647114637
327	0.3646038671
328	0.3645019152
329	0.3643394087
330	0.3641787236
331	0.3640215393
332	0.3639036651
333	0.3637659492
334	0.3635679606
335	0.3634063655
336	0.3632278378
337	0.3631347619
338	0.363048007
339	0.3628398395
340	0.36264399
341	0.3625721587
342	0.362452592
343	0.3623802623
344	0.3622555558
345	0.3620848439
346	0.3619434517
347	0.3618098979
348	0.3616475867
349	0.3614396329
350	0.3613386089
351	0.3611922777
352	0.3609924733
353	0.3608322734
354	0.360622736
355	0.3604315454
356	0.3603059853
357	0.3601832618
358	0.3600105839
359	0.3597456495
360	0.3596437734
361	0.3595562515
362	0.3593093841
363	0.359208045
364	0.3589995065
365	0.358913181
366	0.3587593412
367	0.3586316272
368	0.3584752681
369	0.3583431717
370	0.3582746196
371	0.3581579774
372	0.3580061018
373	0.3579082792
374	0.3578273776
375	0.3577363805
376	0.3575649775
377	0.3574118803
378	0.35730912
379	0.357173136
380	0.3569994224
381	0.3567702057
382	0.3566951475
383	0.356612153
384	0.3564783721
385	0.3563573119
386	0.3562705304
387	0.3560808957
388	0.3558641818
389	0.3557587144
390	0.3556479459
391	0.3555015307
392	0.3554317837
393	0.3553236663
394	0.3551960213
395	0.3550404425
396	0.3548510206
397	0.3546842709
398	0.3545779422
399	0.3544759772
400	0.3543232328
401	0.3542098956
402	0.3540323546
403	0.3539540944
404	0.3538569076
405	0.3537615002
406	0.3536329351
407	0.353541952
408	0.3534540812
409	0.3534153222
410	0.3532397032
411	0.3531014204
412	0.3530494292
413	0.3530011181
414	0.3529193346
415	0.3528289114
416	0.3526481758
417	0.3525484744
418	0.352363117
419	0.3523525038
420	0.3521499277
421	0.3520832691
422	0.3520154752
423	0.3519209316
424	0.3516940067
425	0.3515275713
426	0.3513444702
427	0.3512088376
428	0.3510991144
429	0.3509814725
430	0.3508118411
431	0.3506991988
432	0.3505833884
433	0.3504992971
434	0.3503131489
435	0.350184563
436	0.3500992778
437	0.3499681581
438	0.3497840843
439	0.3496955051
440	0.3496126773
441	0.3495292081
442	0.3494220668
443	0.3492780646
444	0.3491561986
445	0.349071216
446	0.348998264
447	0.3489225801
448	0.3487972405
449	0.3487316262
450	0.3486390482
451	0.3485022032
452	0.3483558881
453	0.3482192784
454	0.3481063091
455	0.3479763099
456	0.3478309541
457	0.3477299662
458	0.3476144768
459	0.3475333532
460	0.347418116
461	0.3473279626
462	0.3471719946
463	0.3470780263
464	0.3470095368
465	0.3469022194
466	0.3467616149
467	0.3466047824
468	0.3464859456
469	0.346390416
470	0.3463349728
471	0.3462839528
472	0.3461828244
473	0.3460245845
474	0.3459171352
475	0.3457567301
476	0.3455749661
477	0.3454665244
478	0.3453422061
479	0.3451855736
480	0.3450818067
481	0.3449838044
482	0.3448435677
483	0.3446910475
484	0.3445720856
485	0.3444938508
486	0.3443446383
487	0.3442383406
488	0.344132329
489	0.3440442779
490	0.3439316556
491	0.3438826411
492	0.3437566457
493	0.3436596712
494	0.3435613574
495	0.3434130569
496	0.3432191905
497	0.3431382595
498	0.3430413422
499	0.3429150614
500	0.3427888172
501	0.342689534
502	0.342595663
503	0.3424461969
504	0.3423400786
505	0.3422528978
506	0.3421589552
507	0.342073711
508	0.3419504037
509	0.3418087153
510	0.3416883744
511	0.3415523718
512	0.3414700435
513	0.3414122006
514	0.3412893045
515	0.3411575617
516	0.3409961119
517	0.3409052701
518	0.3407720492
519	0.3406811625
520	0.3405705749
521	0.3404760183
522	0.3403013512
523	0.3401656943
524	0.3400241796
525	0.3398364167
526	0.3396977285
527	0.3395708766
528	0.3394890313
529	0.3394019872
530	0.3392883805
531	0.3391395645
532	0.3390160321
533	0.3388723232
534	0.3387970019
535	0.3386596526
536	0.3385519524
537	0.3384515647
538	0.3383205287
539	0.3382353398
540	0.3380877665
541	0.3378788931
542	0.3377859089
543	0.3376970721
544	0.3376085924
545	0.3374809003
546	0.3373295125
547	0.3371971803
548	0.3371182318
549	0.3370014401
550	0.3368791056
551	0.3367726591
552	0.3366255222
553	0.3365279213
554	0.3364405515
555	0.3363392304
556	0.3362312686
557	0.3360787688
558	0.3359395506
559	0.3357796876
560	0.3357153671
561	0.335618026
562	0.3354912301
563	0.3353508641
564	0.3352134826
565	0.3350882286
566	0.334980328
567	0.3348739669
568	0.3347561987
569	0.3346480878
570	0.334554149
571	0.3344512766
572	0.3343932375
573	0.334298769
574	0.3341997413
575	0.3340514862
576	0.3339627706
577	0.3338189734
578	0.3337261118
579	0.3336295137
580	0.3335001721
581	0.3333775073
582	0.3333000795
583	0.3331631358
584	0.3331059117
585	0.3330347761
586	0.3329640296
587	0.33287679
588	0.3327918341
589	0.332630787
590	0.3325081142
591	0.3323909387
592	0.3322602871
593	0.3321784478
594	0.332071353
595	0.3319701084
596	0.3318593282
597	0.331695912
598	0.3315840536
599	0.3314716394
600	0.3313156806
601	0.3312362752
602	0.3311480143
603	0.3310380654
604	0.3309149766
605	0.3307940591
606	0.3306860918
607	0.3305728658
608	0.3304976313
609	0.3303840923
610	0.3302955503
611	0.3302189933
612	0.3301402822
613	0.3300676162
614	0.3298924872
615	0.3297378169
616	0.3296740813
617	0.3295850009
618	0.3295199403
619	0.3293856143
620	0.3293365706
621	0.3291631364
622	0.329045055
623	0.3289037993
624	0.3288316246
625	0.3287622504
626	0.3286420114
627	0.3285848715
628	0.3284635825
629	0.3283636041
630	0.3282195492
631	0.3280889034
632	0.3280269068
633	0.3278417774
634	0.3276951016
635	0.3276217537
636	0.3275195954
637	0.3274163619
638	0.3273047121
639	0.3271836632
640	0.3270571726
641	0.3269804223
642	0.3268467457
643	0.3267752846
644	0.3266840099
645	0.3265520238
646	0.3264599487
647	0.3263502889
648	0.3262387057
649	0.3261624729
650	0.3260760196
651	0.3259795585
652	0.3258674542
653	0.3257658101
654	0.3256324106
655	0.3254924029
656	0.3253828177
657	0.3253120033
658	0.3252390484
659	0.325150267
660	0.3250353951
661	0.3249555337
662	0.3248659697
663	0.3247231094
664	0.3245426175
665	0.3244273278
666	0.324327069
667	0.3242529571
668	0.3241409602
669	0.32404032
670	0.3239480574
671	0.3238233641
672	0.3237219314
673	0.3236180689
674	0.3235217915
675	0.3234114965
676	0.3232821616
677	0.3231860463
678	0.3231159318
679	0.3230143257
680	0.3229254828
681	0.3228450347
682	0.3227444743
683	0.3226255329
684	0.3225497952
685	0.3224219292
686	0.3223245024
687	0.3222111129
688	0.3221108523
689	0.321957643
690	0.3218724974
691	0.3217641952
692	0.3217061658
693	0.3215883489
694	0.321482385
695	0.3213420207
696	0.3212767703
697	0.3211125802
698	0.3210394585
699	0.3209225136
700	0.3208338305
701	0.3207818875
702	0.3207431286
703	0.3206851924
704	0.3205908551
705	0.3204911425
706	0.3204169424
707	0.3203152371
708	0.3202442071
709	0.3201885648
710	0.3201322647
711	0.3200438178
712	0.3199368311
713	0.319884162
714	0.3198302
715	0.3197793764
716	0.3196907035
717	0.3196415075
718	0.3195849498
719	0.3195075382
720	0.3194042833
721	0.3193655462
722	0.3192854272
723	0.3191829535
724	0.3190875541
725	0.3189864309
726	0.3189020573
727	0.3188097433
728	0.3187413162
729	0.3186376041
730	0.3185400128
731	0.318454185
732	0.3183007144
733	0.3182399504
734	0.31813894
735	0.3180827348
736	0.3180145722
737	0.3178917285
738	0.3178111832
739	0.3177095422
740	0.3175708597
741	0.3174382547
742	0.3173718499
743	0.3172772791
744	0.3171958341
745	0.3171488085
746	0.3170702493
747	0.3170133984
748	0.3169329729
749	0.3168959491
750	0.3168032192
751	0.3167482571
752	0.3166700644
753	0.3165527257
754	0.3164585672
755	0.3162976772
756	0.3162073371
757	0.3160935594
758	0.3160391307
759	0.3159953361
760	0.3158806963
761	0.3158079981
762	0.3157557694
763	0.3156563976
764	0.3155579151
765	0.3154712859
766	0.3154156868
767	0.3153382616
768	0.3152038939
769	0.3151652666
770	0.3150659434
771	0.3149653234
772	0.3148821447
773	0.3147741922
774	0.3147022939
775	0.3146488869
776	0.3145878569
777	0.3145191613
778	0.3144683556
779	0.3143930599
780	0.3143506555
781	0.3142178048
782	0.3141694541
783	0.3140938298
784	0.314023618
785	0.3138741631
786	0.3137438746
787	0.3136349093
788	0.3135141588
789	0.3134459094
790	0.3133978316
791	0.3133083783
792	0.3131767908
793	0.3130926546
794	0.3130575431
795	0.3129828049
796	0.3129070823
797	0.3128665264
798	0.3127538514
799	0.312599206
800	0.3125290789
801	0.3124449453
802	0.3123237415
803	0.3122836374
804	0.3121579959
805	0.3120764013
806	0.3119136868
807	0.3117857828
808	0.3117571167
809	0.3116727862
810	0.3115500174
811	0.3114180717
812	0.3113151309
813	0.3112403926
814	0.3111620316
815	0.3110923907
816	0.3110497051
817	0.3109814951
818	0.3108888277
819	0.3108041539
820	0.3106989593
821	0.3106312741
822	0.3104870265
823	0.3103762908
824	0.310306346
825	0.3102277178
826	0.3101693195
827	0.310098524
828	0.3100238294
829	0.3099518242
830	0.309856814
831	0.3097628265
832	0.3096771484
833	0.309588258
834	0.3095217675
835	0.3094218346
836	0.3093462295
837	0.3092738787
838	0.3091710536
839	0.3090985302
840	0.308985877
841	0.3089224261
842	0.3088553893
843	0.3088191262
844	0.3087000112
845	0.3086246133
846	0.308553738
847	0.3084979451
848	0.3084475978
849	0.3083991038
850	0.3083653376
851	0.308291512
852	0.3082268407
853	0.3081643828
854	0.3080711064
855	0.3080282869
856	0.307984602
857	0.3079566505
858	0.3078688455
859	0.3077537939
860	0.3076752116
861	0.3075984105
862	0.3075126249
863	0.3074523142
864	0.307384999
865	0.3072934181
866	0.3071291142
867	0.3070504698
868	0.3069275805
869	0.3068109164
870	0.306668798
871	0.3065905237
872	0.3065106625
873	0.3064531079
874	0.3063903815
875	0.3062947681
876	0.306254702
877	0.3061914883
878	0.3061359086
879	0.3060544236
880	0.3059337408
881	0.3058452849
882	0.3057488424
883	0.3056555942
884	0.3055776428
885	0.3055223083
886	0.305448872
887	0.3054340066
888	0.3053346564
889	0.305290352
890	0.3052325151
891	0.3051241247
892	0.3051003617
893	0.3050609072
894	0.3050101692
895	0.3048348437
896	0.3047795242
897	0.3046735795
898	0.3045782274
899	0.304510043
900	0.3044459385
901	0.3042997172
902	0.3042470034
903	0.3041660137
904	0.3040733897
905	0.303992792
906	0.3039480068
907	0.3038749574
908	0.3037837935
909	0.3037452479
910	0.3036771935
911	0.3035796241
912	0.3034747411
913	0.3034362375
914	0.3033263528
915	0.303249872
916	0.3031672763
917	0.3031167556
918	0.3029977331
919	0.3029688717
920	0.3028761448
921	0.3028335247
922	0.3027473038
923	0.3027126044
924	0.3026559433
925	0.3025146023
926	0.3024550368
927	0.3023442823
928	0.3022460002
929	0.3022018838
930	0.3020840658
931	0.3020328057
932	0.301990922
933	0.3018575926
934	0.3017223713
935	0.3016559854
936	0.3016292493
937	0.3015517792
938	0.3014362248
939	0.3013945463
940	0.3013629936
941	0.3013226941
942	0.3012708184
943	0.3012328805
944	0.30117329
945	0.3011012173
946	0.3010032598
947	0.3009498299
948	0.3008536796
949	0.3007479162
950	0.3006483936
951	0.3006039953
952	0.3005154955
953	0.3004142343
954	0.3003040401
955	0.3002350294
956	0.3001999411
957	0.3001297382
958	0.2999854266
959	0.2998846658
960	0.2998157206
961	0.2997069343
962	0.2996525326
963	0.2996103885
964	0.2995451745
965	0.2994951084
966	0.299400037
967	0.2993286519
968	0.2992135167
969	0.2991169455
970	0.2989524084
971	0.298928016
972	0.2988929629
973	0.2988451329
974	0.2987511634
975	0.2987215857
976	0.298650252
977	0.2985934403
978	0.2984950554
979	0.298428481
980	0.2983267897
981	0.2982510109
982	0.2981443947
983	0.2980484487
984	0.2980151182
985	0.2979556602
986	0.2978384742
987	0.2977156051
988	0.2976070468
989	0.2975435323
990	0.2974364128
991	0.29736061
992	0.2973066968
993	0.2972308331
994	0.2971706388
995	0.2970712543
996	0.2969696701
997	0.2969365703
998	0.2969052797
999	0.2968443231
